title,location,type,area,bedrooms,bathrooms,yearBuilt,amenities,price
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,3858,3,2,1980,"Gym,Parking",1284678
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,1719,2,1,2019,"Gym,WiFi,Pool,Security,Garden",962295
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,3300,6,2,1989,"WiFi,Parking,Security,Garden,Pool",5220248
Premium Townhouse in Hyderabad,"Hyderabad, TS",Townhouse,547,4,2,2021,"WiFi,Garden,Pool",415078
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,4468,1,4,2014,"Pool,Parking,Security",1426178
Premium Villa in Bangalore,"Bangalore, KA",Villa,3935,3,2,2018,Garden,3191705
Premium Penthouse in Hyderabad,"Hyderabad, TS",Penthouse,4295,1,3,1989,"Pool,Gym,Parking",2918116
Premium Townhouse in Bangalore,"Bangalore, KA",Townhouse,3726,5,4,2023,"WiFi,Garden,Security",2261476
Premium Condo in Chennai,"Chennai, TN",Condo,2440,5,3,2008,Garden,961141
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,3928,2,2,1990,WiFi,2834863
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,3448,3,2,1983,"Gym,Parking,Pool,Garden,Security",1177549
Premium Villa in Delhi,"Delhi, DL",Villa,1749,2,1,2005,"Security,Garden,Gym,WiFi",1606112
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,4945,1,1,2018,"Parking,WiFi",1426165
Premium Penthouse in Delhi,"Delhi, DL",Penthouse,3342,3,3,2005,"Pool,Gym,Parking",4225081
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,3584,6,4,1999,"Garden,Parking",2094190
Premium Apartment in Delhi,"Delhi, DL",Apartment,1953,4,1,2000,Security,1404992
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,3365,3,1,2013,"Garden,Gym,Pool,WiFi",1743869
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,2121,5,3,2003,"Gym,Parking",917706
Premium Villa in Chennai,"Chennai, TN",Villa,4156,3,3,1980,"Gym,Pool,Parking,Security",2376161
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,1170,2,1,2022,"Garden,Security,Parking",906989
Premium Villa in Kolkata,"Kolkata, WB",Villa,3330,6,4,1988,"Gym,Security,Garden,WiFi",1919369
Premium Condo in Pune,"Pune, MH",Condo,3140,4,2,2012,"Pool,WiFi",1110061
Premium Condo in Bangalore,"Bangalore, KA",Condo,3929,4,4,1995,"WiFi,Gym,Security,Pool,Parking",2138497
Premium Townhouse in Pune,"Pune, MH",Townhouse,803,1,3,2007,"WiFi,Parking,Security,Gym",361875
Premium Townhouse in Bangalore,"Bangalore, KA",Townhouse,4874,3,2,1984,"Garden,Gym",2460739
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,1621,4,4,2004,"Pool,Garden",724104
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,4378,2,4,1996,"Parking,WiFi,Garden,Gym,Security",2968145
Premium Penthouse in Delhi,"Delhi, DL",Penthouse,1238,1,3,2016,Garden,1773861
Premium Penthouse in Pune,"Pune, MH",Penthouse,834,6,1,2012,Pool,1038092
Premium Condo in Pune,"Pune, MH",Condo,515,6,2,2006,WiFi,515972
Premium Condo in Delhi,"Delhi, DL",Condo,1587,6,3,1994,"Pool,Parking,Gym,WiFi,Garden",1639394
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,739,4,4,2022,"Parking,Pool",883281
Premium Penthouse in Pune,"Pune, MH",Penthouse,2862,4,3,2004,"Security,Pool,Garden",2246668
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,1961,5,3,1981,Parking,862803
Premium Villa in Kolkata,"Kolkata, WB",Villa,1735,6,4,2004,"WiFi,Gym,Parking,Pool,Security",1223503
Premium Penthouse in Pune,"Pune, MH",Penthouse,633,4,1,2000,"Parking,WiFi,Garden,Gym",762452
Premium Penthouse in Pune,"Pune, MH",Penthouse,2295,3,2,1984,"Parking,Pool",1587170
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,1259,6,1,1998,"Security,Parking,Gym,Pool,Garden",2234954
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,3913,1,1,2000,"Pool,Security,Garden,Gym",2240229
Premium Condo in Chennai,"Chennai, TN",Condo,562,2,2,2014,Gym,329988
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,3103,5,1,2013,Gym,1302571
Premium Penthouse in Pune,"Pune, MH",Penthouse,3946,6,3,1984,"WiFi,Pool,Garden,Gym,Parking",2867508
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,3171,5,2,2003,Garden,1214274
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,1119,3,2,2007,"Garden,Pool,Gym,WiFi",514732
Premium Apartment in Pune,"Pune, MH",Apartment,1839,1,3,2020,"WiFi,Security,Parking",715865
Premium Condo in Pune,"Pune, MH",Condo,3808,4,2,2011,"Security,Parking,Garden,Pool,Gym",1469004
Premium Apartment in Mumbai,"Mumbai, MH",Apartment,3470,2,1,2013,Garden,2148860
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,1582,2,3,2012,"Pool,Garden",692753
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,3987,2,4,2023,"Security,Parking,Pool,Garden",1448017
Premium Villa in Kolkata,"Kolkata, WB",Villa,4424,2,2,1987,"WiFi,Garden,Pool,Gym,Parking",2122935
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,1289,5,2,1991,"Gym,Security,Parking",680829
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,3645,1,3,2005,"Garden,Parking,Security,Gym",1111851
Premium Villa in Kolkata,"Kolkata, WB",Villa,525,6,3,1981,"Security,WiFi,Pool,Gym,Parking",767800
Premium Apartment in Pune,"Pune, MH",Apartment,1794,4,3,2002,"Parking,Pool,Garden",802400
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,2917,6,4,1999,Parking,1928454
Premium Condo in Bangalore,"Bangalore, KA",Condo,4204,4,2,2020,"Garden,Security,Gym",2100739
Premium Apartment in Chennai,"Chennai, TN",Apartment,3261,4,3,2021,"Garden,Pool,Gym,Parking,WiFi",1206270
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,3597,5,4,2004,"Gym,Parking",1320931
Premium Apartment in Pune,"Pune, MH",Apartment,4355,3,3,2021,"Security,WiFi",1589580
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,3396,5,3,2003,"Gym,Pool,Garden",2556121
Premium Condo in Bangalore,"Bangalore, KA",Condo,3643,4,4,2009,"Parking,WiFi,Pool",1924106
Premium Villa in Chennai,"Chennai, TN",Villa,1314,6,2,1984,"Parking,WiFi,Gym",1019301
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,2240,6,4,1997,Pool,1517552
Premium Condo in Chennai,"Chennai, TN",Condo,4409,6,4,1987,"Parking,Security,Gym,WiFi",1670303
Premium Penthouse in Pune,"Pune, MH",Penthouse,3859,5,4,1987,"Parking,Gym",3262076
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,4731,1,3,1997,"Gym,Parking,WiFi",2942043
Premium Villa in Pune,"Pune, MH",Villa,4887,1,4,1986,"WiFi,Gym,Pool,Parking",2319005
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,3400,4,3,2012,"Security,WiFi",1241449
Premium Condo in Pune,"Pune, MH",Condo,4729,1,3,1995,"WiFi,Parking",1611826
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,1456,4,4,1996,"Pool,Garden,Gym,Parking",733390
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,1874,1,3,1992,"WiFi,Parking,Garden,Gym",637065
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,3151,3,4,2017,"Security,Garden,Pool,Parking",4722783
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,4052,1,3,2007,"Parking,Garden,WiFi",1354150
Premium Townhouse in Pune,"Pune, MH",Townhouse,3078,3,4,2000,"Security,Parking,WiFi,Gym,Garden",1062597
Premium Villa in Pune,"Pune, MH",Villa,3229,6,4,2013,WiFi,1827861
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,616,1,3,2012,"Gym,Garden,Parking",288574
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,1829,1,3,1999,"Pool,WiFi,Security",2744947
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,4866,1,4,2012,"Security,WiFi,Garden",1485114
Premium Condo in Delhi,"Delhi, DL",Condo,2622,4,4,2013,"Security,Pool,Parking,Garden",2108724
Premium Villa in Pune,"Pune, MH",Villa,2399,5,1,2007,"Pool,Gym,Parking,WiFi,Security",1514247
Premium Apartment in Pune,"Pune, MH",Apartment,821,4,1,1981,"Garden,Gym,WiFi,Security,Pool",492651
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,3893,5,1,2018,"Garden,Parking,Security,Gym,WiFi",5918452
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,3451,6,4,2022,"Parking,Pool,Security,Garden,Gym",3017091
Premium Condo in Delhi,"Delhi, DL",Condo,4016,1,2,2004,Parking,2310531
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,3968,3,1,1988,"Pool,WiFi,Security",2639079
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,2361,1,3,1997,"Pool,Security",1497205
Premium Penthouse in Delhi,"Delhi, DL",Penthouse,890,1,4,2024,"Gym,WiFi,Security,Pool",1530796
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,680,4,4,1990,Security,475443
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,1497,2,4,2000,"WiFi,Parking",592879
Premium Condo in Bangalore,"Bangalore, KA",Condo,1337,4,2,1984,"Gym,Security,Garden,Parking",875989
Premium Townhouse in Hyderabad,"Hyderabad, TS",Townhouse,1351,3,3,2000,"Parking,Pool",637031
Premium Villa in Kolkata,"Kolkata, WB",Villa,914,5,2,1993,"Pool,WiFi,Parking,Gym",897320
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,1671,5,1,1984,"Parking,Gym,Pool,WiFi",1476431
Premium Villa in Chennai,"Chennai, TN",Villa,4734,3,4,1988,"Garden,Gym,WiFi",2366845
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,3326,3,3,1999,"Security,Parking,Garden",1662001
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,1999,6,1,2020,"Parking,Gym,Pool,Garden",1798927
Premium Villa in Chennai,"Chennai, TN",Villa,961,2,4,2023,"Gym,Garden,Security",730365
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,3986,3,3,1980,"Parking,Garden",2235172
Premium Condo in Kolkata,"Kolkata, WB",Condo,2810,4,4,2010,"Parking,Garden,Pool",1096009
Premium Townhouse in Hyderabad,"Hyderabad, TS",Townhouse,1439,6,1,2003,"WiFi,Security",720296
Premium Penthouse in Hyderabad,"Hyderabad, TS",Penthouse,1237,1,1,2019,"Garden,Pool,Parking,WiFi,Security",835653
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,2792,5,2,1990,"Pool,Garden,Security,Gym,WiFi",1133393
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,1656,1,4,2024,"Gym,Security,Garden",1899040
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,1170,6,2,1982,"Garden,Pool,Parking,Gym,Security",713418
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,2388,3,1,1991,"Security,Garden,Parking,Gym",1696942
Premium Condo in Bangalore,"Bangalore, KA",Condo,918,3,1,2002,"Parking,WiFi,Security",699911
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,4499,2,3,1992,Gym,1430778
Premium Penthouse in Hyderabad,"Hyderabad, TS",Penthouse,4128,5,4,2003,"Pool,WiFi,Garden,Parking",3389327
Premium Villa in Bangalore,"Bangalore, KA",Villa,1125,4,2,2001,"Garden,Gym,Pool,Security",1356958
Premium Condo in Kolkata,"Kolkata, WB",Condo,2551,4,2,1996,WiFi,930902
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,4059,4,4,1994,Security,2813003
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,4524,3,2,2008,"Gym,Parking,Security,WiFi,Garden",2986740
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,1900,1,1,2009,"Security,WiFi,Pool,Parking,Gym",900637
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,2040,4,3,1996,"Parking,Gym",1807221
Premium Condo in Delhi,"Delhi, DL",Condo,3903,1,1,1988,"WiFi,Pool",2065901
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,3674,4,3,1980,"Parking,Security",1271179
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,1187,3,4,2024,"Garden,Gym",1160329
Premium Villa in Delhi,"Delhi, DL",Villa,4844,1,3,1994,"WiFi,Garden,Security,Pool",4263180
Premium Apartment in Delhi,"Delhi, DL",Apartment,503,3,2,2006,"Security,Pool",555583
Premium Villa in Delhi,"Delhi, DL",Villa,2476,4,3,2008,"Security,WiFi,Parking,Pool",2685186
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,2693,1,3,2022,"WiFi,Gym,Security,Parking",1453432
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,3353,3,3,2015,"WiFi,Pool",2464164
Premium Condo in Mumbai,"Mumbai, MH",Condo,4518,3,1,2011,"Garden,Gym,Pool,WiFi",3346795
Premium Villa in Mumbai,"Mumbai, MH",Villa,4003,3,3,2005,"Garden,Parking",4129970
Premium Villa in Ahmedabad,"Ahmedabad, GJ",Villa,3521,2,4,1995,"WiFi,Pool",1677337
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,4704,5,1,1993,"Security,Garden,Gym,WiFi",1583816
Premium Condo in Bangalore,"Bangalore, KA",Condo,4309,6,1,1986,"Security,Parking,Gym,Garden,Pool",2256496
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,521,4,4,2019,"Security,Garden",1229734
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,1394,1,3,2021,Gym,579717
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,2281,2,1,2015,WiFi,3221657
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,1779,5,3,1988,Garden,878863
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,1985,3,4,2012,WiFi,831178
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,657,5,3,2007,"Security,WiFi,Pool,Garden,Gym",1511287
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,3780,5,3,1984,WiFi,2229490
Premium Townhouse in Pune,"Pune, MH",Townhouse,4571,6,1,1999,"Gym,Parking,Security,WiFi",1710042
Premium Villa in Delhi,"Delhi, DL",Villa,2194,5,4,1993,WiFi,2467686
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,1934,5,4,2022,"Gym,Parking,Garden",1956473
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,2503,3,1,1996,"WiFi,Security,Parking",976808
Premium Villa in Pune,"Pune, MH",Villa,2549,4,2,1993,"Parking,WiFi,Security,Gym,Garden",1416875
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,4856,5,1,2001,"WiFi,Garden,Gym",1762304
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,1093,2,2,1986,"Gym,WiFi,Pool,Parking,Security",1527746
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,4118,6,2,2021,"Parking,Garden,Gym,Security",1508780
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,1298,6,2,2019,"Parking,Gym,Pool,Security",734938
Premium Villa in Pune,"Pune, MH",Villa,1918,2,3,2000,"Security,Garden",1102446
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,2164,3,2,1990,"Security,WiFi,Parking,Garden,Gym",3331507
Premium Condo in Mumbai,"Mumbai, MH",Condo,1208,5,1,2016,"Security,WiFi,Gym,Parking",1142091
Premium Villa in Chennai,"Chennai, TN",Villa,1544,1,2,2020,"WiFi,Security,Pool",836868
Premium Townhouse in Pune,"Pune, MH",Townhouse,2538,5,3,1994,Parking,1175151
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,2993,5,1,1985,Pool,1081622
Premium Townhouse in Bangalore,"Bangalore, KA",Townhouse,1985,1,2,1980,"Security,Garden,Parking",1117897
Premium Villa in Mumbai,"Mumbai, MH",Villa,1020,6,2,2007,"Parking,Gym,Security,WiFi",2036375
Premium Villa in Mumbai,"Mumbai, MH",Villa,1998,2,2,2009,"Garden,Security,WiFi",2327075
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,3042,3,2,1987,"Pool,Gym,Security,Parking,WiFi",1079187
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,3490,4,1,1990,WiFi,1810829
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,2384,6,3,1981,"WiFi,Garden,Gym,Pool",2216971
Premium Townhouse in Hyderabad,"Hyderabad, TS",Townhouse,3657,2,1,2010,WiFi,1262311
Premium Condo in Mumbai,"Mumbai, MH",Condo,3750,4,1,2021,"WiFi,Pool",2884314
Premium Penthouse in Delhi,"Delhi, DL",Penthouse,3765,4,4,2019,Garden,5233990
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,2070,3,1,2024,"Garden,Security",3147148
Premium Apartment in Pune,"Pune, MH",Apartment,881,3,2,1988,"Security,Parking,Garden,Gym,Pool",490274
Premium Villa in Mumbai,"Mumbai, MH",Villa,1766,1,1,2012,"Garden,Security,Pool,WiFi",1643029
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,4314,2,2,2008,"Gym,Parking,Garden,Pool",2193864
Premium Penthouse in Pune,"Pune, MH",Penthouse,680,4,2,2015,Garden,943446
Premium Apartment in Chennai,"Chennai, TN",Apartment,3169,3,2,1994,"Parking,WiFi",1137564
Premium Apartment in Chennai,"Chennai, TN",Apartment,2061,1,1,1980,"Pool,WiFi,Gym,Security,Garden",665501
Premium Apartment in Pune,"Pune, MH",Apartment,4421,3,4,1982,"Pool,Gym",1542997
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,1299,1,1,1989,"Gym,Security",862345
Premium Condo in Bangalore,"Bangalore, KA",Condo,540,1,3,2013,"Security,Parking,Gym,Garden,WiFi",400239
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,4505,4,4,2019,Gym,7082755
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,4389,4,3,1985,"Pool,Parking,Security,Gym",6886758
Premium Villa in Pune,"Pune, MH",Villa,2568,6,3,2017,Security,1655838
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,3405,2,2,1988,"Parking,Pool",2415271
Premium Apartment in Chennai,"Chennai, TN",Apartment,2613,2,4,1995,Garden,970106
Premium Condo in Pune,"Pune, MH",Condo,4236,4,1,2002,WiFi,1378782
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,2050,3,2,2019,"Pool,WiFi,Parking,Gym,Security",1564445
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,612,3,1,2012,"WiFi,Garden",692317
Premium Penthouse in Delhi,"Delhi, DL",Penthouse,3507,1,2,1992,Garden,3901088
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,4599,3,3,2001,"Garden,Parking,WiFi,Security",3137169
Premium Villa in Mumbai,"Mumbai, MH",Villa,3578,3,3,1982,"WiFi,Garden,Security",3788090
Premium Villa in Delhi,"Delhi, DL",Villa,948,6,2,2002,"Security,Pool,Garden",1629104
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,1577,4,1,1997,"WiFi,Gym,Pool",679882
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,1192,4,4,1998,"WiFi,Gym,Garden,Security",607084
Premium Villa in Delhi,"Delhi, DL",Villa,3235,6,4,1997,"Security,Garden,WiFi,Gym,Parking",3690770
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,2069,3,1,2008,WiFi,3109649
Premium Penthouse in Delhi,"Delhi, DL",Penthouse,852,4,2,2023,"Garden,Security,Gym,Pool,Parking",1645433
Premium Condo in Kolkata,"Kolkata, WB",Condo,3186,2,1,2014,"Gym,Security,Garden",972485
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,4150,4,1,1995,"Gym,Security,Parking,Garden",1371463
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,3645,3,1,2017,Parking,1798617
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,1429,4,2,2024,"WiFi,Gym",1083140
Premium Villa in Mumbai,"Mumbai, MH",Villa,991,3,2,1985,"Gym,Garden,WiFi",1602305
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,1797,4,2,2017,"WiFi,Pool,Security,Garden",835354
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,1576,6,4,2016,"Security,WiFi",887725
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,4317,3,3,1994,Parking,2382964
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,4647,4,2,1996,"Parking,Pool,WiFi,Security,Gym",3136615
Premium Apartment in Delhi,"Delhi, DL",Apartment,4185,6,3,2022,WiFi,3034057
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,3465,1,2,2014,Garden,2377760
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,4890,1,4,2021,"Gym,Pool,Security,Parking",3015684
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,3609,6,2,2004,Parking,5207155
Premium Penthouse in Pune,"Pune, MH",Penthouse,1783,1,3,2023,"Gym,Pool,Parking,Security,Garden",1372418
Premium Villa in Ahmedabad,"Ahmedabad, GJ",Villa,592,2,4,1998,"Parking,Pool,Gym,WiFi,Security",566600
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,4995,2,4,2002,"Garden,Pool,Gym,Parking,WiFi",3208837
Premium Apartment in Chennai,"Chennai, TN",Apartment,4887,3,3,2009,"Gym,Pool",1690112
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,3514,6,3,2021,"WiFi,Security",1507981
Premium Apartment in Delhi,"Delhi, DL",Apartment,1451,6,2,1986,"Gym,Security,Garden,WiFi",1315254
Premium Penthouse in Hyderabad,"Hyderabad, TS",Penthouse,1009,4,4,2002,Parking,1214722
Premium Condo in Kolkata,"Kolkata, WB",Condo,1135,4,2,2009,Garden,597244
Premium Villa in Bangalore,"Bangalore, KA",Villa,3805,3,2,2013,"Security,Parking,Gym",3240212
Premium Apartment in Mumbai,"Mumbai, MH",Apartment,2221,2,2,2000,"Parking,Gym,Pool,Garden",1724348
Premium Penthouse in Pune,"Pune, MH",Penthouse,3027,3,3,2005,"Parking,Security,Pool,Gym,WiFi",2093966
Premium Villa in Chennai,"Chennai, TN",Villa,4147,2,1,2009,"WiFi,Garden,Pool,Gym",1984082
Premium Condo in Mumbai,"Mumbai, MH",Condo,2854,1,1,1993,"Gym,Parking,Security",2028526
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,2906,1,2,2005,"Gym,Parking,WiFi,Pool,Garden",872335
Premium Apartment in Delhi,"Delhi, DL",Apartment,2419,2,3,2015,Pool,1487725
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,1171,5,3,2011,"Security,Pool",2854235
Premium Condo in Mumbai,"Mumbai, MH",Condo,2126,4,1,1992,"Parking,Pool,WiFi,Garden",1859633
Premium Villa in Pune,"Pune, MH",Villa,2868,4,3,2023,"Gym,WiFi,Pool",1681039
Premium Villa in Mumbai,"Mumbai, MH",Villa,863,1,3,1999,"Security,Garden,Gym,Pool,Parking",1066772
Premium Villa in Ahmedabad,"Ahmedabad, GJ",Villa,1727,4,4,2022,"Gym,Security,Parking,Garden",1194818
Premium Villa in Pune,"Pune, MH",Villa,4611,1,2,1998,Gym,2419500
Premium Penthouse in Pune,"Pune, MH",Penthouse,3690,5,2,1991,"WiFi,Garden,Security",2998790
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,2261,3,3,2008,"Security,Pool,Parking",906354
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,2726,5,2,1991,"Parking,WiFi,Security,Gym",1152816
Premium Townhouse in Hyderabad,"Hyderabad, TS",Townhouse,3446,4,4,2014,Garden,1190376
Premium Villa in Chennai,"Chennai, TN",Villa,3501,2,2,2014,"Garden,Gym,Parking,WiFi",1809411
Premium Villa in Pune,"Pune, MH",Villa,664,4,3,2012,"Garden,WiFi,Gym",661204
Premium Penthouse in Delhi,"Delhi, DL",Penthouse,2386,4,4,1983,"Gym,WiFi,Garden,Pool,Security",3235226
Premium Townhouse in Bangalore,"Bangalore, KA",Townhouse,4306,1,4,1996,WiFi,2171543
Premium Apartment in Delhi,"Delhi, DL",Apartment,936,4,3,2017,"Pool,WiFi,Garden",933096
Premium Apartment in Mumbai,"Mumbai, MH",Apartment,3069,6,1,1983,"Gym,WiFi,Parking,Garden,Security",2586050
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,3635,3,1,2015,Security,1265276
Premium Villa in Mumbai,"Mumbai, MH",Villa,2565,4,1,2011,"Security,Pool,Gym",2918404
Premium Apartment in Chennai,"Chennai, TN",Apartment,561,3,3,2009,Pool,395290
Premium Condo in Pune,"Pune, MH",Condo,1910,3,2,2023,"WiFi,Pool,Security,Garden",710368
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,4367,4,2,2010,Parking,1455018
Premium Condo in Kolkata,"Kolkata, WB",Condo,3068,6,1,2024,Parking,1242522
Premium Villa in Pune,"Pune, MH",Villa,1289,6,4,1990,"Parking,Gym,WiFi,Pool",1224225
Premium Villa in Ahmedabad,"Ahmedabad, GJ",Villa,513,5,3,1994,"Security,Pool,Gym,WiFi",708690
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,4289,3,1,2005,"Parking,Garden",2951173
Premium Penthouse in Pune,"Pune, MH",Penthouse,2234,1,2,1988,"WiFi,Garden",1480881
Premium Villa in Mumbai,"Mumbai, MH",Villa,2509,5,1,2022,Garden,2930094
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,2361,3,4,2007,"Parking,WiFi,Gym,Security",1445584
Premium Condo in Bangalore,"Bangalore, KA",Condo,3729,4,3,2018,"Garden,Gym,Security,Parking",1916559
Premium Villa in Kolkata,"Kolkata, WB",Villa,2465,5,2,1987,"Security,Garden,WiFi",1390059
Premium Apartment in Mumbai,"Mumbai, MH",Apartment,3703,6,4,1998,"WiFi,Gym",2764410
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,875,2,2,2022,"Security,Gym,Parking,Pool",632246
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,3805,2,2,2023,"Parking,Garden,WiFi,Gym,Security",2510191
Premium Villa in Ahmedabad,"Ahmedabad, GJ",Villa,3184,4,3,1984,"WiFi,Gym,Pool",1956479
Premium Townhouse in Bangalore,"Bangalore, KA",Townhouse,4706,4,3,1993,"Parking,Security,Garden",2464904
Premium Villa in Kolkata,"Kolkata, WB",Villa,1321,3,2,2010,"Parking,Security,Pool",833572
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,1346,2,3,2011,"Parking,Gym",593748
Premium Penthouse in Pune,"Pune, MH",Penthouse,3974,1,3,1981,"Garden,Security,WiFi",2403340
Premium Apartment in Mumbai,"Mumbai, MH",Apartment,789,2,4,1982,"Pool,Gym",759458
Premium Penthouse in Hyderabad,"Hyderabad, TS",Penthouse,3851,4,4,2024,Gym,2602347
Premium Condo in Chennai,"Chennai, TN",Condo,4345,3,2,1981,Gym,1611653
